"DateMutation","NatureMutation","ValeurFonciere","IDProprieteDuBien[FK]","IDSituationGeographique[FK]"
2020-01-06 00:00:00,"Vente",328950,31974,31974
2020-01-08 00:00:00,"Vente",721900,31975,31975
2020-01-09 00:00:00,"Vente",1702800,31976,31976
2020-01-14 00:00:00,"Vente",351400,31977,31977
2020-01-13 00:00:00,"Vente",256000,31978,31978
2020-01-15 00:00:00,"Vente",3950000,31979,31979
2020-01-09 00:00:00,"Vente",975000,31980,31980
2020-01-16 00:00:00,"Vente",2110000,31981,31981
2020-01-13 00:00:00,"Vente",509010,31982,31982
2020-01-10 00:00:00,"Vente",879000,31983,31983
2020-01-13 00:00:00,"Vente",562000,31984,31984
2020-01-17 00:00:00,"Vente",577974,31985,31985
2020-01-14 00:00:00,"Vente",510700,31986,31986
2020-01-15 00:00:00,"Vente",3245154,31987,31987
2020-01-10 00:00:00,"Vente",631800,31988,31988
2020-01-13 00:00:00,"Vente",256500,31989,31989
2020-01-16 00:00:00,"Vente",657500,31990,31990
2020-01-13 00:00:00,"Vente",474190,31991,31991
2020-01-17 00:00:00,"Vente",344000,31992,31992
2020-01-22 00:00:00,"Vente",809500,31993,31993
2020-01-24 00:00:00,"Vente",1288000,31994,31994
2020-01-27 00:00:00,"Vente",533500,31995,31995
2020-01-15 00:00:00,"Vente",2240650,31996,31996
2020-01-17 00:00:00,"Vente",1567962,31997,31997
2020-01-27 00:00:00,"Vente",1640000,31998,31998
2020-01-16 00:00:00,"Vente",1174943,31999,31999
2020-01-14 00:00:00,"Vente",448500,32000,32000
2020-01-17 00:00:00,"Vente",729000,32001,32001
2020-01-27 00:00:00,"Vente",728000,32002,32002
2020-01-28 00:00:00,"Vente",2153950,32003,32003
2020-01-10 00:00:00,"Vente",445000,32004,32004
2020-01-16 00:00:00,"Vente",807750,32005,32005
2020-01-24 00:00:00,"Vente",1364850,32006,32006
2020-01-17 00:00:00,"Vente",314000,32007,32007
2020-01-24 00:00:00,"Vente",2900000,32008,32008
2020-01-10 00:00:00,"Vente",845000,32009,32009
2020-01-13 00:00:00,"Vente",686000,32010,32010
2020-01-17 00:00:00,"Vente",1177500,32011,32011
2020-01-24 00:00:00,"Vente",360500,32012,32012
2020-02-05 00:00:00,"Vente",2370000,32013,32013
2020-01-24 00:00:00,"Vente",1705000,32014,32014
2020-01-29 00:00:00,"Vente",1135000,32015,32015
2020-01-24 00:00:00,"Vente",1225000,32016,32016
2020-01-30 00:00:00,"Vente",2578300,32017,32017
2020-01-14 00:00:00,"Vente",456550,32018,32018
2020-01-23 00:00:00,"Vente",373000,32019,32019
2020-01-23 00:00:00,"Vente",1085625,32020,32020
2020-01-31 00:00:00,"Vente",180850,32021,32021
2020-02-06 00:00:00,"Vente",207547,32022,32022
2020-01-23 00:00:00,"Vente",736600,32023,32023
2020-01-15 00:00:00,"Vente",1580000,32024,32024
2020-01-31 00:00:00,"Vente",135000,32025,32025
2020-01-16 00:00:00,"Vente",180500,32026,32026
2020-01-30 00:00:00,"Vente",145000,32027,32027
2020-02-03 00:00:00,"Vente",4075000,32028,32028
2020-02-04 00:00:00,"Vente",2765000,32029,32029
2020-01-30 00:00:00,"Vente",895503,32030,32030
2020-02-05 00:00:00,"Vente",1545000,32031,32031
2020-02-12 00:00:00,"Vente",310200,32032,32032
2020-01-23 00:00:00,"Vente",563050,32033,32033
2020-02-07 00:00:00,"Vente",652940,32034,32034
2020-01-31 00:00:00,"Vente",1241634,32035,32035
2020-02-01 00:00:00,"Vente",255000,32036,32036
2020-02-12 00:00:00,"Vente",1266100,32037,32037
2020-01-31 00:00:00,"Vente",524000,32038,32038
2020-01-27 00:00:00,"Vente",466000,32039,32039
2020-02-11 00:00:00,"Vente",969700,32040,32040
2020-01-27 00:00:00,"Vente",1730000,32041,32041
2020-02-12 00:00:00,"Vente",878250,32042,32042
2020-01-07 00:00:00,"Vente",308729,32043,32043
2020-02-17 00:00:00,"Vente",544000,32044,32044
2020-02-14 00:00:00,"Vente",1762000,32045,32045
2020-02-04 00:00:00,"Vente",1361000,32046,32046
2020-02-18 00:00:00,"Vente",1011600,32047,32047
2020-01-28 00:00:00,"Vente",1509450,32048,32048
2020-02-04 00:00:00,"Vente",814900,32049,32049
2020-02-03 00:00:00,"Vente",1654000,32050,32050
2020-02-12 00:00:00,"Vente",1095000,32051,32051
2020-01-27 00:00:00,"Vente",1306000,32052,32052
2020-02-19 00:00:00,"Vente",325000,32053,32053
2020-02-10 00:00:00,"Vente",1701000,32054,32054
2020-01-30 00:00:00,"Vente",601288,32055,32055
2020-01-28 00:00:00,"Vente",1522500,32056,32056
2020-01-14 00:00:00,"Vente","502492,03",32057,32057
2020-02-14 00:00:00,"Vente",1585300,32058,32058
2020-01-31 00:00:00,"Vente",1496250,32059,32059
2020-02-13 00:00:00,"Vente",797000,32060,32060
2020-02-26 00:00:00,"Vente",681600,32061,32061
2020-01-31 00:00:00,"Vente",295000,32062,32062
2020-02-14 00:00:00,"Vente",615824,32063,32063
2020-02-18 00:00:00,"Vente",2845500,32064,32064
2020-02-06 00:00:00,"Vente",2247584,32065,32065
2020-02-17 00:00:00,"Vente",1403850,32066,32066
2020-02-28 00:00:00,"Vente",1195100,32067,32067
2020-02-28 00:00:00,"Vente",272000,32068,32068
2020-02-28 00:00:00,"Vente",1407450,32069,32069
2020-02-21 00:00:00,"Vente",1490300,32070,32070
2020-03-05 00:00:00,"Vente",392100,32071,32071
2020-02-13 00:00:00,"Vente",1081700,32072,32072
2020-02-27 00:00:00,"Vente",1439900,32073,32073
2020-02-27 00:00:00,"Vente",525000,32074,32074
2020-03-02 00:00:00,"Vente",470690,32075,32075
2020-03-04 00:00:00,"Vente",336000,32076,32076
2020-03-03 00:00:00,"Vente",921630,32077,32077
2020-03-06 00:00:00,"Vente",393000,32078,32078
2020-02-19 00:00:00,"Vente",909750,32079,32079
2020-02-20 00:00:00,"Vente",1016550,32080,32080
2020-03-02 00:00:00,"Vente",1330000,32081,32081
2020-03-10 00:00:00,"Vente",361000,32082,32082
2020-03-02 00:00:00,"Vente",1950000,32083,32083
2020-03-11 00:00:00,"Vente",606030,32084,32084
2020-02-24 00:00:00,"Vente",266000,32085,32085
2020-02-24 00:00:00,"Vente",409000,32086,32086
2020-02-18 00:00:00,"Vente",445900,32087,32087
2020-03-02 00:00:00,"Vente",599000,32088,32088
2020-03-11 00:00:00,"Vente",507800,32089,32089
2020-02-21 00:00:00,"Vente",4657000,32090,32090
2020-03-04 00:00:00,"Vente",293000,32091,32091
2020-02-27 00:00:00,"Vente",2065000,32092,32092
2020-02-28 00:00:00,"Vente",1210000,32093,32093
2020-02-24 00:00:00,"Vente",2680000,32094,32094
2020-02-27 00:00:00,"Vente",326000,32095,32095
2020-03-12 00:00:00,"Vente",524750,32096,32096
2020-03-11 00:00:00,"Vente",472400,32097,32097
2020-03-16 00:00:00,"Vente",371400,32098,32098
2020-02-18 00:00:00,"Vente",588300,32099,32099
2020-03-06 00:00:00,"Vente",1035000,32100,32100
2020-03-06 00:00:00,"Vente",759200,32101,32101
2020-03-06 00:00:00,"Vente",1136200,32102,32102
2020-03-04 00:00:00,"Vente",407767,32103,32103
2020-02-25 00:00:00,"Vente",844265,32104,32104
2020-03-06 00:00:00,"Vente",158000,32105,32105
2020-02-28 00:00:00,"Vente",165000,32106,32106
2020-03-09 00:00:00,"Vente",800350,32107,32107
2020-03-04 00:00:00,"Vente",680000,32108,32108
2020-03-03 00:00:00,"Vente",1494200,32109,32109
2020-03-16 00:00:00,"Vente",247400,32110,32110
2020-03-11 00:00:00,"Vente",716000,32111,32111
2020-03-05 00:00:00,"Vente",492502,32112,32112
2020-02-26 00:00:00,"Vente",304250,32113,32113
2020-03-05 00:00:00,"Vente",728868,32114,32114
2020-03-12 00:00:00,"Vente",614000,32115,32115
2020-03-16 00:00:00,"Vente",259000,32116,32116
2020-03-20 00:00:00,"Vente",580500,32117,32117
2020-03-16 00:00:00,"Vente",1264500,32118,32118
2020-03-27 00:00:00,"Vente",944300,32119,32119
2020-03-31 00:00:00,"Vente",204000,32120,32120
2020-03-04 00:00:00,"Vente",308440,32121,32121
2020-03-25 00:00:00,"Vente",162500,32122,32122
2020-03-11 00:00:00,"Vente",3800000,32123,32123
2020-03-27 00:00:00,"Vente",230000,32124,32124
2020-03-16 00:00:00,"Vente",392025,32125,32125
2020-03-16 00:00:00,"Vente",285000,32126,32126
2020-03-12 00:00:00,"Vente",2020000,32127,32127
2020-03-26 00:00:00,"Vente",1355000,32128,32128
2020-03-16 00:00:00,"Vente",1252420,32129,32129
2020-03-27 00:00:00,"Vente",385000,32130,32130
2020-03-20 00:00:00,"Vente",575000,32131,32131
2020-03-11 00:00:00,"Vente",1298800,32132,32132
2020-04-01 00:00:00,"Vente",704000,32133,32133
2020-03-25 00:00:00,"Vente",1056850,32134,32134
2020-03-26 00:00:00,"Vente",7200000,32135,32135
2020-04-07 00:00:00,"Vente",670000,32136,32136
2020-04-10 00:00:00,"Vente",1782000,32137,32137
2020-04-17 00:00:00,"Vente",1241050,32138,32138
2020-04-20 00:00:00,"Vente","168666,67",32139,32139
2020-03-23 00:00:00,"Vente",685000,32140,32140
2020-04-06 00:00:00,"Vente",5550000,32141,32141
2020-04-10 00:00:00,"Vente",1335000,32142,32142
2020-04-24 00:00:00,"Vente",485000,32143,32143
2020-04-14 00:00:00,"Vente",352000,32144,32144
2020-04-27 00:00:00,"Vente",275000,32145,32145
2020-04-27 00:00:00,"Vente",978000,32146,32146
2020-04-23 00:00:00,"Vente",755000,32147,32147
2020-04-27 00:00:00,"Vente",1990000,32148,32148
2020-04-22 00:00:00,"Vente",1600000,32149,32149
2020-04-29 00:00:00,"Vente",170000,32150,32150
2020-04-07 00:00:00,"Vente",1259550,32151,32151
2020-04-08 00:00:00,"Vente",579500,32152,32152
2020-04-30 00:00:00,"Vente",750000,32153,32153
2020-04-07 00:00:00,"Vente",1020000,32154,32154
2020-04-30 00:00:00,"Vente",562740,32155,32155
2020-04-30 00:00:00,"Vente",225000,32156,32156
2020-05-07 00:00:00,"Vente",483371,32157,32157
2020-04-17 00:00:00,"Vente",1056000,32158,32158
2020-04-17 00:00:00,"Vente",860577,32159,32159
2020-04-30 00:00:00,"Vente",206000,32160,32160
2020-04-24 00:00:00,"Vente",210000,32161,32161
2020-05-12 00:00:00,"Vente",229000,32162,32162
2020-04-29 00:00:00,"Vente",1556150,32163,32163
2020-05-14 00:00:00,"Vente",340300,32164,32164
2020-04-17 00:00:00,"Vente",725970,32165,32165
2020-04-17 00:00:00,"Vente",562600,32166,32166
2020-04-30 00:00:00,"Vente",753000,32167,32167
2020-04-27 00:00:00,"Vente",970000,32168,32168
2020-05-18 00:00:00,"Vente",382500,32169,32169
2020-05-14 00:00:00,"Vente",855100,32170,32170
2020-05-15 00:00:00,"Vente",281300,32171,32171
2020-05-15 00:00:00,"Vente",1204500,32172,32172
2020-05-14 00:00:00,"Vente",240000,32173,32173
2020-04-29 00:00:00,"Vente",630000,32174,32174
2020-05-15 00:00:00,"Vente",501500,32175,32175
2020-05-14 00:00:00,"Vente",850000,32176,32176
2020-05-13 00:00:00,"Vente",346000,32177,32177
2020-05-15 00:00:00,"Vente",623000,32178,32178
2020-05-22 00:00:00,"Vente",883200,32179,32179
2020-02-25 00:00:00,"Vente",620000,32180,32180
2020-05-15 00:00:00,"Vente",1250000,32181,32181
2020-05-04 00:00:00,"Vente",810170,32182,32182
2020-04-28 00:00:00,"Vente",355000,32183,32183
2020-03-27 00:00:00,"Vente","521516,3",32184,32184
2020-05-20 00:00:00,"Vente",405000,32185,32185
2020-05-20 00:00:00,"Vente",2700000,32186,32186
2020-05-15 00:00:00,"Vente",500850,32187,32187
2020-05-26 00:00:00,"Vente",2534100,32188,32188
2020-05-19 00:00:00,"Vente",936000,32189,32189
2020-05-19 00:00:00,"Vente",385011,32190,32190
2020-04-08 00:00:00,"Vente",521590,32191,32191
2020-04-08 00:00:00,"Vente",550410,32192,32192
2020-05-28 00:00:00,"Vente",3925000,32193,32193
2020-05-12 00:00:00,"Vente",320000,32194,32194
2020-04-15 00:00:00,"Vente",2611930,32195,32195
2020-05-20 00:00:00,"Vente",1980000,32196,32196
2020-05-26 00:00:00,"Vente",649000,32197,32197
2020-04-22 00:00:00,"Vente",859100,32198,32198
2020-05-29 00:00:00,"Vente",1960000,32199,32199
2020-05-07 00:00:00,"Vente",1109900,32200,32200
2020-05-28 00:00:00,"Vente",585000,32201,32201
2020-05-25 00:00:00,"Vente",1013650,32202,32202
2020-05-29 00:00:00,"Vente",752500,32203,32203
2020-05-11 00:00:00,"Vente",587800,32204,32204
2020-05-28 00:00:00,"Vente",408000,32205,32205
2020-05-26 00:00:00,"Vente",343300,32206,32206
2020-05-28 00:00:00,"Vente",198000,32207,32207
2020-05-18 00:00:00,"Vente",460000,32208,32208
2020-05-19 00:00:00,"Vente",1320000,32209,32209
2020-05-28 00:00:00,"Vente",1025000,32210,32210
2020-05-26 00:00:00,"Vente",279000,32211,32211
2020-05-12 00:00:00,"Vente",3460800,32212,32212
2020-05-05 00:00:00,"Vente",1195300,32213,32213
2020-05-29 00:00:00,"Vente",330000,32214,32214
2020-06-02 00:00:00,"Vente",475500,32215,32215
2020-05-13 00:00:00,"Vente",875000,32216,32216
2020-05-26 00:00:00,"Vente",820000,32217,32217
2020-05-29 00:00:00,"Vente",595000,32218,32218
2020-05-18 00:00:00,"Vente",503000,32219,32219
2020-05-20 00:00:00,"Vente",1624908,32220,32220
2020-05-13 00:00:00,"Vente",1101100,32221,32221
2020-05-20 00:00:00,"Vente",1263500,32222,32222
2020-06-05 00:00:00,"Vente",2275000,32223,32223
2020-05-29 00:00:00,"Vente",816000,32224,32224
2020-05-26 00:00:00,"Vente",332480,32225,32225
2020-05-22 00:00:00,"Vente",858750,32226,32226
2020-05-19 00:00:00,"Vente",1303000,32227,32227
2020-06-04 00:00:00,"Vente",6500000,32228,32228
2020-05-26 00:00:00,"Vente",164000,32229,32229
2020-05-27 00:00:00,"Vente",619200,32230,32230
2020-05-28 00:00:00,"Vente",1074850,32231,32231
2020-05-26 00:00:00,"Vente",365000,32232,32232
2020-05-20 00:00:00,"Vente",4150000,32233,32233
2020-05-29 00:00:00,"Vente",1060000,32234,32234
2020-05-20 00:00:00,"Vente",1190000,32235,32235
2020-05-19 00:00:00,"Vente",792000,32236,32236
2020-06-03 00:00:00,"Vente",860000,32237,32237
2020-05-19 00:00:00,"Vente",1032000,32238,32238
2020-06-02 00:00:00,"Vente",1298950,32239,32239
2020-06-02 00:00:00,"Vente",290090,32240,32240
2020-06-02 00:00:00,"Vente",1550000,32241,32241
2020-05-15 00:00:00,"Vente",423000,32242,32242
2020-06-09 00:00:00,"Vente",1018500,32243,32243
2020-06-02 00:00:00,"Vente",494750,32244,32244
2020-06-03 00:00:00,"Vente",897700,32245,32245
2020-05-18 00:00:00,"Vente",323000,32246,32246
2020-06-09 00:00:00,"Vente",742100,32247,32247
2020-06-05 00:00:00,"Vente",1290000,32248,32248
2020-06-08 00:00:00,"Vente",560000,32249,32249
2020-06-02 00:00:00,"Vente",1105750,32250,32250
2020-06-02 00:00:00,"Vente",194000,32251,32251
2020-06-03 00:00:00,"Vente",1450000,32252,32252
2020-06-04 00:00:00,"Vente",258000,32253,32253
2020-05-25 00:00:00,"Vente",530000,32254,32254
2020-05-20 00:00:00,"Vente",105000,32255,32255
2020-06-09 00:00:00,"Vente",1046000,32256,32256
2020-05-16 00:00:00,"Vente",1440000,32257,32257
2020-05-19 00:00:00,"Vente",371000,32258,32258
2020-06-09 00:00:00,"Vente",1075000,32259,32259
2020-06-12 00:00:00,"Vente",2640000,32260,32260
2020-06-12 00:00:00,"Vente",540000,32261,32261
2020-05-19 00:00:00,"Vente",1670000,32262,32262
2020-05-18 00:00:00,"Vente",849000,32263,32263
2020-06-05 00:00:00,"Vente",1110000,32264,32264
2020-06-12 00:00:00,"Vente",286150,32265,32265
2020-06-16 00:00:00,"Vente",540470,32266,32266
2020-06-08 00:00:00,"Vente",373880,32267,32267
2020-05-22 00:00:00,"Vente",508500,32268,32268
2020-06-17 00:00:00,"Vente",982500,32269,32269
2020-06-12 00:00:00,"Vente",870000,32270,32270
2020-06-16 00:00:00,"Vente",2100000,32271,32271
2020-06-15 00:00:00,"Vente",578000,32272,32272
2020-06-10 00:00:00,"Vente",806650,32273,32273
2020-06-15 00:00:00,"Vente",2210210,32274,32274
2020-06-16 00:00:00,"Vente",9000000,32275,32275
2020-05-29 00:00:00,"Vente",515000,32276,32276
2020-06-05 00:00:00,"Vente",130000,32277,32277
2020-06-11 00:00:00,"Vente",520000,32278,32278
2020-06-19 00:00:00,"Vente",745000,32279,32279
2020-06-19 00:00:00,"Vente",482000,32280,32280
2020-06-15 00:00:00,"Vente",431900,32281,32281
2020-06-05 00:00:00,"Vente",466800,32282,32282
2020-06-03 00:00:00,"Vente",439100,32283,32283
2020-06-11 00:00:00,"Vente",943590,32284,32284
2020-05-28 00:00:00,"Vente",1402000,32285,32285
2020-06-18 00:00:00,"Vente",950000,32286,32286
2020-06-10 00:00:00,"Vente",2042802,32287,32287
2020-06-11 00:00:00,"Vente",1085000,32288,32288
2020-06-03 00:00:00,"Vente",1610000,32289,32289
2020-06-23 00:00:00,"Vente",265000,32290,32290
2020-06-22 00:00:00,"Vente",2690000,32291,32291
2020-06-05 00:00:00,"Vente",1570000,32292,32292
2020-06-10 00:00:00,"Vente",4520000,32293,32293
2020-06-15 00:00:00,"Vente",1805000,32294,32294
2020-06-18 00:00:00,"Vente",332500,32295,32295
2020-05-28 00:00:00,"Vente",300000,32296,32296
2020-05-28 00:00:00,"Vente",2367100,32297,32297
2020-06-12 00:00:00,"Vente",624500,32298,32298
2020-06-24 00:00:00,"Vente",805000,32299,32299
2020-06-04 00:00:00,"Vente",227000,32300,32300
2020-06-08 00:00:00,"Vente",1470000,32301,32301
2020-06-01 00:00:00,"Vente",905000,32302,32302
2020-06-05 00:00:00,"Vente",191500,32303,32303
2020-06-04 00:00:00,"Vente",475000,32304,32304
2020-06-30 00:00:00,"Vente",182000,32305,32305
2020-06-17 00:00:00,"Vente",665000,32306,32306
2020-06-16 00:00:00,"Vente",420000,32307,32307
2020-06-17 00:00:00,"Vente",427000,32308,32308
2020-06-24 00:00:00,"Vente",887000,32309,32309
2020-06-08 00:00:00,"Vente",1230000,32310,32310
2020-06-10 00:00:00,"Vente",250000,32311,32311
2020-06-29 00:00:00,"Vente",415000,32312,32312
2020-06-29 00:00:00,"Vente",301000,32313,32313
2020-06-25 00:00:00,"Vente",1407000,32314,32314
2020-06-10 00:00:00,"Vente",568000,32315,32315
2020-06-12 00:00:00,"Vente",2731000,32316,32316
2020-06-23 00:00:00,"Vente",360000,32317,32317
2020-06-30 00:00:00,"Vente",283000,32318,32318
2020-06-05 00:00:00,"Vente",823450,32319,32319
2020-06-11 00:00:00,"Vente",1750000,32320,32320
2020-06-15 00:00:00,"Vente",1169550,32321,32321
2020-06-26 00:00:00,"Vente",838000,32322,32322
2020-06-17 00:00:00,"Vente",315000,32323,32323
2020-06-29 00:00:00,"Vente",350000,32324,32324
2020-06-30 00:00:00,"Vente",160000,32325,32325
2020-06-25 00:00:00,"Vente",1350000,32326,32326
2020-06-11 00:00:00,"Vente",175000,32327,32327
2020-06-11 00:00:00,"Vente",150000,32328,32328
2020-05-18 00:00:00,"Vente",1200000,32329,32329
2020-06-29 00:00:00,"Vente",729700,32330,32330
2020-06-16 00:00:00,"Vente",431480,32331,32331
2020-06-24 00:00:00,"Vente",1821745,32332,32332
2020-06-26 00:00:00,"Vente",580000,32333,32333
2020-06-23 00:00:00,"Vente",550000,32334,32334
2020-06-26 00:00:00,"Vente",310000,32335,32335
2020-06-11 00:00:00,"Vente",1170000,32336,32336
2020-06-19 00:00:00,"Vente",2375000,32337,32337
2020-06-26 00:00:00,"Vente",1800000,32338,32338
2020-06-24 00:00:00,"Vente",215000,32339,32339
2020-06-24 00:00:00,"Vente",270000,32340,32340
2020-06-17 00:00:00,"Vente",543000,32341,32341
2020-06-24 00:00:00,"Vente",400000,32342,32342
2020-06-30 00:00:00,"Vente",780000,32343,32343
2020-06-22 00:00:00,"Vente",920163,32344,32344
2020-06-30 00:00:00,"Vente",610329,32345,32345
2020-06-26 00:00:00,"Vente",243000,32346,32346
2020-06-22 00:00:00,"Vente",725000,32347,32347
2020-06-18 00:00:00,"Vente",1560000,32348,32348
2020-06-17 00:00:00,"Vente",450000,32349,32349
2020-06-30 00:00:00,"Vente",694000,32350,32350
2020-06-25 00:00:00,"Vente",1100000,32351,32351
2020-06-24 00:00:00,"Vente",431880,32352,32352
2020-06-10 00:00:00,"Vente",844800,32353,32353
2020-06-30 00:00:00,"Vente",1199850,32354,32354
2020-06-18 00:00:00,"Vente",1900000,32355,32355
2020-06-24 00:00:00,"Vente",600000,32356,32356
2020-06-24 00:00:00,"Vente",238000,32357,32357
2020-06-25 00:00:00,"Vente",1702500,32358,32358
2020-06-04 00:00:00,"Vente",835000,32359,32359
2020-06-30 00:00:00,"Vente",760000,32360,32360
2020-06-29 00:00:00,"Vente",2200000,32361,32361
2020-06-30 00:00:00,"Vente",616000,32362,32362
2020-06-30 00:00:00,"Vente",390000,32363,32363
2020-06-29 00:00:00,"Vente",2233000,32364,32364
2020-06-30 00:00:00,"Vente",425000,32365,32365
2020-06-29 00:00:00,"Vente",1660000,32366,32366
2020-01-06 00:00:00,"Vente",1188000,32367,32367
2020-01-03 00:00:00,"Vente",625500,32368,32368
2020-01-06 00:00:00,"Vente",552800,32369,32369
2020-01-10 00:00:00,"Vente",278846,32370,32370
2020-01-08 00:00:00,"Vente",1091250,32371,32371
2020-01-10 00:00:00,"Vente",123000,32372,32372
2020-01-06 00:00:00,"Vente",532000,32373,32373
2020-01-09 00:00:00,"Vente",1042470,32374,32374
2020-01-14 00:00:00,"Vente",245000,32375,32375
2020-01-10 00:00:00,"Vente",348670,32376,32376
2020-01-15 00:00:00,"Vente",1292850,32377,32377
2020-01-03 00:00:00,"Vente",673315,32378,32378
2020-01-17 00:00:00,"Vente",1637600,32379,32379
2020-01-09 00:00:00,"Vente",292300,32380,32380
2020-01-10 00:00:00,"Vente",136100,32381,32381
2020-01-17 00:00:00,"Vente",1570000,32382,32382
2020-01-14 00:00:00,"Vente",516222,32383,32383
2020-01-06 00:00:00,"Vente",352500,32384,32384
2020-01-08 00:00:00,"Vente",317320,32385,32385
2020-01-06 00:00:00,"Vente",276930,32386,32386
2020-01-09 00:00:00,"Vente",175800,32387,32387
2020-01-27 00:00:00,"Vente",1106500,32388,32388
2020-01-17 00:00:00,"Vente",489000,32389,32389
2020-01-06 00:00:00,"Vente",343000,32390,32390
2020-01-15 00:00:00,"Vente",452500,32391,32391
2020-01-14 00:00:00,"Vente",470850,32392,32392
2020-01-20 00:00:00,"Vente",334125,32393,32393
2020-01-17 00:00:00,"Vente",640230,32394,32394
2020-01-08 00:00:00,"Vente",663688,32395,32395
2020-01-09 00:00:00,"Vente",758050,32396,32396
2020-01-17 00:00:00,"Vente",461070,32397,32397
2020-01-21 00:00:00,"Vente",253800,32398,32398
2020-01-06 00:00:00,"Vente",1613000,32399,32399
2020-01-16 00:00:00,"Vente",2972750,32400,32400
2020-01-27 00:00:00,"Vente",165682,32401,32401
2020-01-17 00:00:00,"Vente",715000,32402,32402
2020-01-09 00:00:00,"Vente",281430,32403,32403
2020-01-27 00:00:00,"Vente",512000,32404,32404
2020-01-20 00:00:00,"Vente",1365300,32405,32405
2020-01-23 00:00:00,"Vente",297500,32406,32406
2020-01-17 00:00:00,"Vente",243000,32407,32407
2020-01-30 00:00:00,"Vente",589000,32408,32408
2020-01-27 00:00:00,"Vente",538600,32409,32409
2020-01-21 00:00:00,"Vente",855000,32410,32410
2020-01-24 00:00:00,"Vente",420800,32411,32411
2020-01-10 00:00:00,"Vente",482000,32412,32412
2020-01-15 00:00:00,"Vente",262890,32413,32413
2020-01-22 00:00:00,"Vente",181300,32414,32414
2020-01-15 00:00:00,"Vente",1324850,32415,32415
2020-01-27 00:00:00,"Vente",224000,32416,32416
2020-01-23 00:00:00,"Vente",3210800,32417,32417
2020-01-30 00:00:00,"Vente",309500,32418,32418
2020-01-28 00:00:00,"Vente",249000,32419,32419
2020-01-23 00:00:00,"Vente",853000,32420,32420
2020-02-06 00:00:00,"Vente",339000,32421,32421
2020-01-22 00:00:00,"Vente",263000,32422,32422
2020-01-29 00:00:00,"Vente",605550,32423,32423
2020-02-04 00:00:00,"Vente",203600,32424,32424
2020-02-05 00:00:00,"Vente",465800,32425,32425
2020-01-14 00:00:00,"Vente",449355,32426,32426
2020-01-31 00:00:00,"Vente",1293100,32427,32427
2020-01-24 00:00:00,"Vente",849200,32428,32428
2020-01-30 00:00:00,"Vente",892850,32429,32429
2020-01-16 00:00:00,"Vente",499000,32430,32430
2020-01-31 00:00:00,"Vente",940872,32431,32431
2020-01-23 00:00:00,"Vente",406300,32432,32432
2020-02-07 00:00:00,"Vente",7620000,32433,32433
2020-02-10 00:00:00,"Vente",838400,32434,32434
2020-02-07 00:00:00,"Vente",365000,32435,32435
2020-02-06 00:00:00,"Vente",999000,32436,32436
2020-02-07 00:00:00,"Vente",455000,32437,32437
2020-01-27 00:00:00,"Vente",1320000,32438,32438
2020-01-31 00:00:00,"Vente",595850,32439,32439
2020-01-30 00:00:00,"Vente",1270000,32440,32440
2020-01-30 00:00:00,"Vente",340500,32441,32441
2020-02-07 00:00:00,"Vente",677900,32442,32442
2020-01-14 00:00:00,"Vente",3861000,32443,32443
2020-01-28 00:00:00,"Vente",1405000,32444,32444
2020-02-07 00:00:00,"Vente",690150,32445,32445
2020-01-14 00:00:00,"Vente",157239,32446,32446
2020-01-31 00:00:00,"Vente",303590,32447,32447
2020-02-10 00:00:00,"Vente",172000,32448,32448
2020-02-07 00:00:00,"Vente",586700,32449,32449
2020-01-23 00:00:00,"Vente",671650,32450,32450
2020-01-22 00:00:00,"Vente",248000,32451,32451
2020-02-07 00:00:00,"Vente",929515,32452,32452
2020-01-27 00:00:00,"Vente",278500,32453,32453
2020-01-29 00:00:00,"Vente",359500,32454,32454
2020-02-07 00:00:00,"Vente",538850,32455,32455
2020-02-17 00:00:00,"Vente",803950,32456,32456
2020-02-07 00:00:00,"Vente",173000,32457,32457
2020-02-03 00:00:00,"Vente",367425,32458,32458
2020-02-07 00:00:00,"Vente",475000,32459,32459
2020-02-07 00:00:00,"Vente",752000,32460,32460
2020-01-31 00:00:00,"Vente",716610,32461,32461
2020-02-18 00:00:00,"Vente",194400,32462,32462
2020-02-04 00:00:00,"Vente",335600,32463,32463
2020-02-04 00:00:00,"Vente",355500,32464,32464
2020-02-04 00:00:00,"Vente",268000,32465,32465
2020-02-14 00:00:00,"Vente",662300,32466,32466
2020-02-17 00:00:00,"Vente",244000,32467,32467
2020-02-14 00:00:00,"Vente",323000,32468,32468
2020-02-19 00:00:00,"Vente",452000,32469,32469
2020-02-03 00:00:00,"Vente",412480,32470,32470
2020-02-13 00:00:00,"Vente",710000,32471,32471
2020-02-21 00:00:00,"Vente",377300,32472,32472
2020-02-03 00:00:00,"Vente",601410,32473,32473
2020-02-10 00:00:00,"Vente",1140600,32474,32474
2020-02-14 00:00:00,"Vente",520000,32475,32475
2020-01-29 00:00:00,"Vente",416000,32476,32476
2020-02-06 00:00:00,"Vente",442400,32477,32477
2020-02-17 00:00:00,"Vente",921845,32478,32478
2020-01-30 00:00:00,"Vente",2150000,32479,32479
2020-02-14 00:00:00,"Vente",849490,32480,32480
2020-02-14 00:00:00,"Vente",924373,32481,32481
2020-02-19 00:00:00,"Vente",449020,32482,32482
2020-02-17 00:00:00,"Vente",2670000,32483,32483
